#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="CoalescentConstant.t:L_Clade1-4" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ConstantPopulation.t:L_Clade1-4" spec="beast.evolution.tree.coalescent.ConstantPopulation">
#                <parameter id="popSize.t:L_Clade1-4" name="popSize" spec="beast.core.parameter.RealParameter">0.3</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals.t:L_Clade1-4" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree id="Tree.t:L_Clade1-4" spec="beast.evolution.tree.Tree">
#                    <taxonset id="TaxonSet.L_Clade1-4" spec="beast.evolution.alignment.TaxonSet">
#                    </taxonset>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <prior id="FrequenciesPrior.s:L_Clade1-4" name="distribution">
#            <parameter dimension="4" id="freqParameter.s:L_Clade1-4" lower="0.0" name="x" spec="beast.core.parameter.RealParameter" upper="1.0">0.25</parameter>
#            <Uniform id="Uniform.3" name="distr"/>
#        </prior>
#        <prior id="KappaPrior.s:L_Clade1-4" name="distribution">
#            <parameter id="kappa.s:L_Clade1-4" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="M" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.2" name="S" spec="beast.core.parameter.RealParameter">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="PopSizePrior.t:L_Clade1-4" name="distribution" x="@popSize.t:L_Clade1-4">
#            <OneOnX id="OneOnX.1" name="distr"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@L_Clade1-4" id="treeLikelihood.L_Clade1-4" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:L_Clade1-4">
#            <siteModel id="SiteModel.s:L_Clade1-4" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:L_Clade1-4" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:L_Clade1-4" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:L_Clade1-4" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:L_Clade1-4" kappa="@kappa.s:L_Clade1-4" spec="beast.evolution.substitutionmodel.HKY">
#                    <frequencies frequencies="@freqParameter.s:L_Clade1-4" id="estimatedFreqs.s:L_Clade1-4" spec="beast.evolution.substitutionmodel.Frequencies"/>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:L_Clade1-4" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:L_Clade1-4" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	kappa	popSize	CoalescentConstant	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	clockRate
258000	-15687.588243568996	-15834.725340522358	147.13709695336127	-15834.725340522358	0.03374190924181279	19.84994764899032	0.01868262429874323	148.55216133851425	0.32839165195749304	0.1616846873019355	0.20225462263787325	0.307669038102698	1.0
264000	-15691.534759748447	-15844.948742069373	153.41398232092638	-15844.948742069373	0.03138241408801273	26.013211897314267	0.014460833634919476	155.21077180853464	0.32839165195749304	0.1616846873019355	0.20225462263787325	0.307669038102698	1.0
270000	-15684.902181599697	-15832.145230166469	147.24304856677173	-15832.145230166469	0.03392743293933968	22.28886695286968	0.018427708633339042	148.91201681820576	0.3267290739450822	0.1616846873019355	0.20225462263787325	0.30933161611510884	1.0
276000	-15703.695683262891	-15846.178994795067	142.48331153217688	-15846.178994795067	0.03519520573964718	32.29147670860109	0.022778082694467898	145.27812890800993	0.3158387364099684	0.1696353042431049	0.19937748949261175	0.3151484698543147	1.0
282000	-15688.13826773153	-15836.076188002533	147.9379202710032	-15836.076188002533	0.03488241045366116	22.067098714893252	0.017989550167929386	149.55939099887308	0.3158387364099684	0.1696353042431049	0.19937748949261175	0.3151484698543147	1.0
288000	-15682.537045163488	-15830.798193963243	148.26114879975455	-15830.798193963243	0.03375167919648606	23.340466853230918	0.013176379127350339	149.70354956558322	0.3248140289119242	0.16066001174114913	0.19937748949261175	0.3151484698543147	1.0
294000	-15694.978049297437	-15840.79997175373	145.8219224562918	-15840.79997175373	0.03414757327022181	22.853439342984117	0.014721874604753956	147.32526893471243	0.32569679507977883	0.16634227240832158	0.191837808643297	0.31612312386860236	1.0
300000	-15696.588881166896	-15841.084218897262	144.4953377303658	-15841.084218897262	0.03431393175448561	23.798055414083603	0.010575928834811666	145.76414686982056	0.32569679507977883	0.16634227240832158	0.191837808643297	0.31612312386860236	1.0
306000	-15691.124355291173	-15840.503023230309	149.37866793913577	-15840.503023230309	0.037535333217840014	25.461171865962434	0.012814169803672266	151.0022563927412	0.32879130061431033	0.16634227240832158	0.2116121948545376	0.29325423212283025	1.0
312000	-15693.063178673161	-15842.993431649753	149.9302529765917	-15842.993431649753	0.033513032011037516	27.364107387570932	0.016008937644395604	151.95337623744484	0.32879130061431033	0.16634227240832158	0.2116121948545376	0.29325423212283025	1.0
318000	-15686.877159820928	-15837.7671767694	150.89001694847133	-15837.7671767694	0.03964371384324042	20.670637914886804	0.015683707171173223	152.222698466057	0.32879130061431033	0.16353826661777499	0.2116121948545376	0.2960582379133769	1.0
324000	-15692.91972446341	-15841.783377501753	148.8636530383436	-15841.783377501753	0.03182969608489636	28.60527088130244	0.01541793571850901	150.95970731661842	0.31540564285759215	0.16720126560417423	0.2029938919109046	0.31439919962732876	1.0
330000	-15687.161728265983	-15834.341502515037	147.17977424905348	-15834.341502515037	0.03318785241413054	32.36864699670675	0.018007056879130626	149.74572597472556	0.31540564285759215	0.16720126560417423	0.2029938919109046	0.31439919962732876	1.0
336000	-15684.829565988533	-15835.270044010862	150.44047802232828	-15835.270044010862	0.033464429222643324	26.323556313299854	0.017088803593758122	152.43329501334688	0.3249029256692325	0.17051444444997813	0.2029938919109046	0.3015887379698845	1.0
342000	-15682.215718783606	-15829.013326350503	146.79760756689694	-15829.013326350503	0.03667290323388533	24.445302516486827	0.018342836972253924	148.68140045074173	0.3249029256692325	0.17036536712778202	0.2031429692331007	0.3015887379698845	1.0
